,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
10,ucv,psicología,"Liderazgo directivo y satisfacción laboral en docentes de secundaria del distrito de Ica, departamento de Ica 2020","Se tuvo como propósito determinar la relación entre el liderazgo directivo y la satisfacción laboral en docentes de secundaria del distrito de Ica, departamento de Ica, 2020, con diseño descriptivo correlacional, se ...","Aparcana Ormeño, Jimmy Alberto; Rojas Lujan, Abigail Rosmery",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86102/Aparcana_OJA-Rojas_LAR-SD.pdf
11,ucv,psicología,"Síndrome de Burnout y estrategias de afrontamiento en personal de seguridad de una empresa privada de Ica, 2021","La investigación estuvo centrada en el personal de seguridad que trabaja brindando servicio de vigilancia en los hospitales de Essalud de la provincia de Ica y tienen contacto directo con los asegurados, que muchas veces ...","De La Cruz Córdova, Paola Anyela; Muñoz García De Ramos, Lady del Rosario",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86111/De%20La%20Cruz_CPA-Mu%c3%b1oz_GDRLDR-SD.pdf
12,ucv,psicología,Inteligencia emocional y agresividad en niños: una revisión sistemática,"La investigación de tipo teórica y diseño de revisión sistemática, tuvo como objetivo analizar los hallazgos de los estudios que señalan las relaciones entre la inteligencia emocional y la agresividad en niños. Los ...","Jimeno Coronel, Bárbara Natali",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86082/Jimeno_CBN-SD.pdf
13,ucv,psicología,"Propiedades psicométricas del cuestionario de dependencia emocional en adolescentes de la provincia de Barranca, 2020","El presente estudio tuvo un diseño instrumental teniendo como propósito analizar las propiedades psicométricas de la escala de Dependencia emocional de (Londoño, 2006) en adolescentes de una institución educativa de la ...","Acuña Pérez, Luis Rubén",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86094/Acu%c3%b1a_PLR-SD.pdf
14,ucv,psicología,Validez y confiabilidad del cuestionario de actitudes hacia la política en jóvenes y adultos en Trujillo 2021,"La reciente investigación, tuvo el objetivo de realizar la validez y confiabilidad del instrumento denominado Cuestionario de Actitudes hacia la Política, en la provincia de Trujillo. Tuvo como muestra un total de 306 ...","Haro Díaz, Erick Sandro; Valverde Bravo, Aron Antony",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86938/Haro_DES-Valverde_BAA-SD.pdf
15,ucv,psicología,Funcionamiento familiar y comportamiento agresivo en estudiantes de secundaria de una institución educativa nacional de Tarapoto 2021,La investigación tuvo como objetivo general determinar la relación entre el funcionamiento familiar y el comportamiento agresivo en los estudiantes de nivel secundario de la Institución Educativa Nacional de Tarapoto ...,"Pinedo Mendoza, Diana Stefany",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86882/Pinedo_MDS-SD.pdf
16,ucv,psicología,Programa motivacional para mejorar el clima laboral de los colaboradores del Hotel y Casino WinMeier de Chiclayo,"La investigación tuvo como objetivo demostrar que el programa motivacional mejora el clima laboral de los colaboradores del Hotel y Casino WinMeier de Chiclayo, el diseño fue pre experimental con pre y post test a un ...","Hoyos López, Gianina Mildred",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86981/Hoyos_LGM-SD.pdf
17,ucv,psicología,"Análisis psicométrico de la escala de estrés en jóvenes universitarios de la ciudad de Piura, 2021","El presente estudio tuvo como objetivo principal determinar evidencias psicométricas de la Escala de Estrés Percibido – 10 en estudiantes universitarios de la ciudad de Piura, 2021. El diseño de la presente investigación ...","Cármenes Sernaqué, Evelyn Mireya; Delgado Ipanaqué, Diana Elena",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86846/C%c3%a1rmenes_SEM-Delgado_IDE-SD.pdf
18,ucv,psicología,"Adaptación del Body Shape Questionnaire BSQ en adultos de Lima Metropolitana, 2021","La presente investigación tuvo como objetivo determinar las propiedades psicométricas del Body Shape Questionnaire en adultos de Lima Metropolitana, 2021. El diseño de estudio es no experimental, tipo aplicada, con ...","Martínez Castañeda, Jennifer Lisbeth; Quispe Plaza, Jacqueline Iraida",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87029/Mart%c3%adnez_CJL-Quispe_LJI-SD.pdf
19,ucv,psicología,Factores explicativos de la violencia familiar en hogares disfuncionales. Una revisión sistemática,Esta investigación se realizó con el objetivo de determinar los factores explicativos a la violencia familiar en hogares disfuncionales entre los años 2011 y 2021. Se realizó una búsqueda obteniendo un total de 165 ...,"Chanco Arias, Migeeli Somer",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86716/Chanco_AMS-SD.pdf
20,ucv,psicología,"Funcionalidad familiar y agresividad en estudiantes del nivel secundario de una institución educativa privada de Ica, 2020","El estudio tuvo como finalidad determinar la relación entre funcionalidad familiar y agresividad en estudiantes de la Institución Educativa particular Redención – Tinguiña - Ica, 2020. La muestra se conformó por 73 ...","Del Rio Tataje, Priscilla Margaret",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86715/Del%20Rio_TPM-SD.pdf
21,ucv,psicología,"Estilos de manejo de conflictos en docentes de instituciones educativas públicas de la provincia de Huarochirí, 2020","Para esta investigación se tuvo como objetivo general determinar el nivel de los estilos de manejo de conflicto en docentes de las instituciones educativas públicas de la provincia de Huarochirí, 2021. El tipo de ...","Chávez Guerrero, Valeria Cleer; Tuesta Chamorro, Yermin Yolanda",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86563/Ch%c3%a1vez_GVC-Tuesta_CYY-SD.pdf
22,ucv,psicología,Revisión documental de las investigaciones realizadas acerca del síndrome de Burnout en trabajadores del sector salud en Iberoamérica 2005 – 2020,La presente investigación tiene como Objetivo: Describir las investigaciones desarrolladas sobre síndrome de burnout en trabajadores del sector salud 2005 – 2020 en Iberoamérica. Metodología: Los participantes estuvo ...,"Donayre Soto, Silvia; Jaramillo Zarate, Olenka Fiorella",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86632/Donayre_SS-Jaramillo_ZOF-SD.pdf
23,ucv,psicología,"Actitudes frente a la violencia conyugal y dependencia emocional en policías del Callao, 2020","La presente investigación se realizó con el propósito de determinar la relación entre dependencia emocional y actitudes frente a la violencia conyugal en personal de Policía Nacional del Perú de una unidad operativa, ...","Cárdenas Ayala, Christian Ernesto; Fano Leandro, Fanny María Soledad",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86634/C%c3%a1rdenas_ACE-Fano_LFMS-SD.pdf
24,ucv,psicología,"Construcción y características psicométricas de la escala de estigma social percibido en jóvenes LGBTI, de Lima Metropolitana, 2021","Se presenta la investigación de línea psicométrica y diseño instrumental, se ejecutó con el propósito de construir una escala para medir el estigma social percibido en jóvenes LGBTI de Lima Metropolitana, 2021. La muestra ...","Cajusol Alvarado, Melissa Beatriz; Miranda Chávez, Karola",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86629/Cajusol_AMB-Miranda_CHK-SD.pdf
25,ucv,psicología,"Ciberbullying y comunicación familiar en adolescentes del distrito de Chancay, Lima, 2021","La investigación se desarrolló con la finalidad principal de determinar la relación entre ciberbullying y comunicación familiar en adolescentes del distrito de Chancay, Lima, 2021. Así mismo, esta contó con un tipo de ...","Ayala Robles, Jhanelly Rosmery; Crispín Macavilca, Xiomara Eliane",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86582/Ayala_RJR-Crisp%c3%adn_MXE-SD.pdf
26,ucv,psicología,"Estilos de crianza, sexismo y violencia familiar en estudiantes del nivel secundario en instituciones educativas de Lima Norte, 2021","El estudio presentado se propuso como objetivo indagar la correlación entre estilos de crianza, sexismo y violencia familiar en estudiantes del nivel secundario en instituciones educativas de Lima Norte, 2021. El desarrollo ...","Alfaro Solis, Maycol",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86584/Alfaro_SM-SD.pdf
27,ucv,psicología,"Agresividad y convivencia escolar en estudiantes de secundaria de las instituciones educativas del casco urbano de la ciudad de Chimbote, 2021","Este estudio empírico, tuvo el propósito en identificar la Agresividad y convivencia escolar en estudiantes de secundaria de las instituciones educativas del casco urbano de la ciudad de Chimbote, 2021. Mediante la ...","Pérez De la Cruz, César Augusto",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86583/P%c3%a9rez_DLCCA-SD.pdf
28,ucv,psicología,Violencia familiar y autoestima en estudiantes de la Institución Educativa Nº 6076 “República de Nicaragua” Villa El Salvador 2020,La presente indagación tuvo como objetivo determinar la relación entre la Violencia Familiar y Autoestima en los estudiantes de la I.E. Nº 6076 “República de Nicaragua”-Villa El Salvador - 2020. Realizándose bajo un ...,"Roque Hinojosa, Jhennifer Cecilia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86580/Roque_HJC-SD.pdf
29,ucv,psicología,"Bienestar psicológico y compromiso organizacional de colaboradores del Hospital de Supe en tiempos de pandemia, Barranca, 2021",La presente investigación tuvo como objetivo determinar si existe relación entre el bienestar psicológico y compromiso organizacional de colaboradores del Hospital de Supe del distrito de Barranca. El método utilizado ...,"Ascencios Cabrera, Naysha Medaly",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86562/Ascencios_CER-SD.pdf
30,ucv,psicología,Propiedades psicométricas de la escala Engagement académico en estudiantes de nivel superior de la ciudad de Piura,"Esta investigación focalizó como principal objetivo analizar las propiedades psicométricas de la UTRECHT WORK ENGAGEMENT SCALE FOR STUDENTS en los estudiantes de nivel superior de la ciudad de Piura, su diseño fue ...","Celi Zapata, Lady Diana; Velasco Pasapera, Mirian Yanet",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86852/Celi_ZLD-Velasco_PMY-SD.pdf
31,ucv,psicología,Estrés laboral y funcionamiento familiar en docentes de Lima Norte,"El presente estudio tuvo como propósito examinar la relación entre el estrés laboral y el funcionamiento familiar en docentes de Lima norte. Para ello se realizó un estudio no experimental, de corte transversal con un ...","Arana Nacarino, Katia Raquel; Lara Egoavil, Geraldine Kate",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86868/Arana_NKR-Lara_EGK-SD.pdf
32,ucv,psicología,"Violencia intrafamiliar y depresión en estudiantes de secundaria de una institución educativa del distrito de Coishco, 2021","El presente estudio tuvo como objetivo establecer la correlación entre violencia intrafamiliar y depresión en estudiantes de secundaria de una institución educativade Coischo 2021. Su metodología fue de enfoque cuantitativo, ...","Apolony Barrueto, Eliana Carolina",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87101/Apolony_BEC-SD.pdf
33,ucv,psicología,Violencia familiar y conducta agresiva en adolescentes de instituciones educativas del distrito El Porvenir,"La presente investigación denominada violencia familiar y conducta agresiva en adolescentes en instituciones educativas en el distrito El Porvenir, tuvo el alcance de tipo aplicado - metodológico no experimental. El ...","Arias Izquierdo, Jhon Simón; Rodríguez Benites, Yoselin Stefany",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87098/Arias_IJS-Rodr%c3%adguez_BYS-SD.pdf
34,ucv,psicología,Evidencias psicométricas del cuestionario de dependencia emocional CDE en estudiantes de educación secundaria del distrito de Nuevo Chimbote,"La presente investigación tuvo como objetivo determinar las Evidencias Psicométricas del cuestionario de Dependencia Emocional CDE de Lemos y Londoño (2006), en estudiantes de educación secundaria del Distrito de ...","Herrera Trejo, Denise Astrid",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87081/Herrera_TDA-SD.pdf
35,ucv,psicología,"Actitudes hacia el amor y sexismo ambivalente en universitarios de la ciudad de Piura, 2021","El objetivo general de esta investigación fue determinar la relación entre las actitudes hacia el amor y el sexismo ambivalente en universitarios de la ciudad de Piura, fue de tipo sustantiva, de corte transversal, diseño ...","Siancas Gonzales, Isabela Silvia Yanina",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86854/Siancas_GISY-SD.pdf
36,ucv,psicología,"Violencia intrafamiliar y deserción escolar en estudiantes de una institución educativa de alto riesgo, Tarapoto 2021",La presente tesis investigativa tuvo como objetivo general determinar la relación entre la violencia intrafamiliar y la deserción escolar en los estudiantes de una institución educativa de alto riesgo de la ciudad de ...,"Tello Garay, Juvenal Barody",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86944/Tello_GJB-SD.pdf
37,ucv,psicología,Violencia sexual infantil en Latinoamérica: Una revisión sistemática,El presente trabajo de investigación se planteó el siguiente objetivo general que es determinar qué consecuencias trae la violencia sexual infantil en Latinoamérica. La investigación es de tipo teórico y de revisión ...,"Cabanillas Chávez, Juan Gabriel; Loredo Díaz, Zoila Arely",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86701/Cabanillas_CJG-Loredo_DZA-SD.pdf
38,ucv,psicología,"Inteligencia emocional y Clima laboral en trabajadores administrativos de una empresa agroindustrial en Paramonga, 2021",La presente investigación tuvo como principal objetivo determinar la relación entre inteligencia emocional y clima laboral en trabajadores administrativos de una empresa agroindustrial en Paramonga 2021. El tipo de la ...,"Cerna Rubino, Giovanna Elizabeth",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87170/Cerna_RGE-SD.pdf
39,ucv,psicología,"Violencia en la relación de pareja en adolescentes de una institución educativa de Huaycán, Lima, 2021","La presente investigación tiene como objetivo general determinar el nivel de violencia en la relación de pareja en adolescentes de una institución educativa de Huaycán, Lima, 2021. El estudio es tipo básico, diseño no ...","Lastarria Ojeda, Kelly Lisete; Marmolejo Gutierrez, Julissa Marisol",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87168/Lastarria_OKL-Marmolejo_GJM-SD.pdf
40,ucv,psicología,Violencia familiar e ideación suicida en adolescentes atendidos en el Hospital Carlos Monge Medrano del distrito de Juliaca - Puno 2021,"Se estudió la relación entre violencia familiar e ideación suicida en adolescentes atendidos en el hospital Carlos Monge Medrano del distrito de Juliaca - Puno 2021. La metodología comprendió el tipo de estudio fue básica, ...","Mamani Hilasaca, Diana Rosaly",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87138/Mamani_HDR-SD.pdf
41,ucv,psicología,"Dependencia emocional y habilidades sociales en jóvenes y adultos víctimas de violencia de pareja de la provincia de Arequipa, 2021","El presente estudio se realizó desde el enfoque cuantitativo, fue de tipo básico y se desarrolló en un nivel descriptivo-correlacional simple. Asimismo, fue de tipo no experimental y de corte transversal, teniendo como ...","Sabina Pauccara, Walter",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87192/Sabina_PW-SD.pdf
42,ucv,psicología,"Violencia de pareja y depresión en pacientes del servicio de obstetricia del Hospital Carlos Cornejo Roselló Vizcardo, Azángaro - Puno, 2021","Esta fue una investigación básica, correlacional y no experimental, aplicado a 92 pacientes, todas mujeres, de edades entre 17 a 43 años. Para este estudio, el objetivo planteado fue determinar cuál es la relación existente ...","Neira Godoy, Edwin Humberto",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87160/Neira_GEH-SD.pdf
43,ucv,psicología,"Estrés laboral y procrastinación laboral en trabajadores de un fundo agrícola del distrito Salas Guadalupe - Ica, 2021","Se ha estudiado la relación entre el estrés laboral y procrastinación laboral en trabajadores de un fundo agrícola del distrito Salas Guadalupe - Ica, 2021. La metodología comprendió el tipo de estudio fue básica, de ...","Quinteros Bellido, Rosa",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87134/Quinteros_BR-SD.pdf
44,ucv,psicología,"Clima laboral y satisfacción laboral en trabajadores de una empresa de supermercados, Lima Norte 2021",El objetivo central del presente estudio analizar la relación entre clima laboral y satisfacción laboral en el personal que labora en una empresa de supermercados de la zona norte de Lima Norte 2021. Para ello se ...,"Torres Castro, Sarita Rubi",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/87186/Torres_CSR-SD.pdf
45,ucv,psicología,"Desesperanza en adolescentes víctimas de violencia intrafamiliar pertenecientes a un programa social cristiano de Barranca, 2021: una propuesta de programa",La presente investigación tuvo como objetivo principal determinar el nivel de desesperanza en adolescentes víctimas de violencia intrafamiliar pertenecientes a un programa social cristiano de la cuidad de barranca. El ...,"Garcia Chuman, Zoila Isabel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85670/Garcia_CZI-SD.pdf
46,ucv,psicología,"Estilos de apego y actitudes favorables hacia la violencia sexual en jóvenes del distrito de Ate, Lima, 2021","La presente investigación tuvo como objetivo principal determinar si existe relación entre los estilos de apego y actitudes favorables hacia la violencia sexual en jóvenes del distrito de Ate, Lima, 2021. La investigación ...","Chumbiauca Alvarado, Mayra Angelica",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85822/Chumbiauca_AMA-SD.pdf
47,ucv,psicología,Ideación suicida en adolescentes entre los años 2019 a 2021: Una revisión sistemática,"La presente investigación tuvo como objetivo principal, conocer los tipos de factores de riesgo asociados a la ideación suicida en adolescentes. Se empleó un tipo de investigación teórica con diseño de revisión ...","Bustamante Polo, Emili Antonella; Florindez Espejo, Leonela",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86443/Bustamante_PEA-Florindez_EL-SD.pdf
48,ucv,psicología,"Funcionamiento familiar y violencia en mujeres del distrito de Imperial Cañete, 2021","La presente investigación tuvo por objetivo determinar la relación entre funcionamiento familiar y violencia en mujeres del distrito de Imperial Cañete, 2021. La investigación tuvo enfoque cuantitativo, de tipo básico, ...","Campos Ormeño, Rocio Andrea; Quiroz Ibarra, Maricielo Victoria",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86173/Campos_ORA-Quiroz_IMV-SD.pdf
49,ucv,psicología,"Violencia intrafamiliar contra la mujer en el distrito de Ihuari – Huaral, 2021","La investigación tuvo como objetivo determinar el nivel de violencia intrafamiliar contra la mujer en el distrito de Ihuari-Huaral. El estudio fue de tipo básica, diseño no experimental, descriptivo, transaccional. La ...","Alcantara Huerta, Jacqueline Karina",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/86171/Alcantara_HJK-SD.pdf
50,ucv,psicología,"Estrés y compromiso laboral en los trabajadores del centro materno infantil Lurín, período 2021","La presente investigación tuvo como objetivo general determinar la relación que existe entre el estrés y el compromiso laboral en los trabajadores del Centro Materno Infantil Lurín, 2021. El tipo de investigación fue de ...","Quispe Morales, Daisy Evelyn",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85512/Quispe_MDE-SD.pdf
51,ucv,psicología,"Relación entre dependencia emocional y sexismo ambivalente en mujeres jóvenes del distrito de Santa Rosa de Sacco – La Oroya, 2021",El objetivo de esta investigación fue establecer la relación entre dependencia emocional y sexismo ambivalente en mujeres jóvenes del distrito de Santa Rosa de Sacco (Junín) con la finalidad de comparar los niveles de ...,"Cahuapaza Chávez, Mayli Araceli",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85519/Cahuapaza_CMA-SD.pdf
52,ucv,psicología,"Dependencia a videojuegos e impulsividad en adolescentes de dos instituciones educativas privadas del distrito de Los Olivos, 2021",El objetivo de este estudio fue establecer la relación entre dependencia a videojuegos e impulsividad en adolescentes de dos instituciones educativas privadas del distrito de Los Olivos 2021. El tipo de estudio fue ...,"Garcia Morcera, Josseling Vivian; Sialer Arevalo, Emily Milagros",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85741/Garcia_MJV-Sialer_AEM-SD.PDF
53,ucv,psicología,"Bienestar laboral y compromiso organizacional en los asalariados de una cadena de hipermercados, 2020","La presente investigación, tiene como propósito general determinar la relación entre Bienestar Laboral y Compromiso Organizacional en los asalariados de una cadena de hipermercados, siendo un estudio de tipo básico, ...","Moncada Robles, Claudia Estefany; Sánchez García, Bryan Denis",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85648/Moncada_RCE-S%c3%a1nchez_GBD-SD.pdf
54,ucv,psicología,"Bienestar psicológico y actitudes hacia la violencia de género en estudiantes universitarios en Lima Metropolitana, 2021",En la siguiente investigación como objetivo general se buscó determinar si existe correlación entre las variables de bienestar psicológico y actitudes hacia la violencia de genero. Nuestra muestra estuvo conformada por ...,"Martos Zamora, Claudia Consuelo; Moreto Guerrero, Lishuer Noel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85747/Martos_ZCC-Moreto_GLN-SD.PDF
55,ucv,psicología,Propiedades psicométricas de la Escala triangular del amor (ETA) de Sternberg en universitarios de Chimbote,"El trabajo de investigación tuvo como objetivo principal determinar las propiedades psicométricas de la Escala Triangular del Amor (ETA) en universitarios de Chimbote. El tipo de investigación fue instrumental, se empleó ...","Arrascue Rubino, Melissa Leslie; Távara Vásquez, Abel Miguel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85647/Arrascue_RML-T%c3%a1vara_VAM-SD.pdf
56,ucv,psicología,"Acoso escolar y habilidades sociales en estudiantes de sexto de primaria de una institución educativa, Cusco - 2020","El presente estudio tuvo como finalidad determinar la relación entre el Acoso escolar y habilidades sociales en estudiantes de sexto de primaria de una Institución Educativa, Cusco - 2020. Además, el diseño de estudio ...","Pumayali Santiago, Gabriela; Velazco Saravia, Isabel Alexia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85656/Pumayali_SG-Velazco_SIA-SD.pdf
57,ucv,psicología,Adicción a las redes sociales y ciberagresividad en adolescentes en tiempos de COVID-19,Este trabajo tiene como objetivo determinar la influencia de la adicción a las redes sociales sobre la ciberagresividad. Se contó con la participación de 400 adolescentes de ambos sexos del nivel secundario del distrito ...,"Cumplido Angeles, Joselin Beatriz; Mio Peña, Karem Patricia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85606/Cumplido_AJB-Mio_PKP-SD.pdf
58,ucv,psicología,"Acoso escolar y habilidades sociales en estudiantes de secundaria de una institución educativa pública del distrito de Ate, 2021","La presente investigación tuvo por objetivo analizar la relación entre acoso escolar y habilidades sociales en estudiantes de secundaria de una Institución educativa pública del distrito de Ate, 2021. El tipo de estudio ...","García Mondalgo, Lourdes Steffany; Pretel Rojas, Ivett Missella",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85947/Garc%c3%aca_MLS-Pretel_RIM-SD.pdf
59,ucv,psicología,"Violencia familiar y dependencia emocional en mujeres atendidas en un centro de salud de la provincia de Acobamba, Huancavelica – 2021","El trabajo tuvo como propósito determinar la relación entre la Violencia Familiar y Dependencia Emocional en mujeres atendidas en un Centro de Salud de la provincia de Acobamba, Huancavelica – 2021. Se orientó en llevar ...","Montes Sánchez, Liliana Susy; Rodríguez Machuca, Julia Yolanda",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/85948/Montes_SLS-Rodr%c3%acguez_MJY-SD.pdf
